City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
197,salalah,17.0151,54.0924,22.05000000000001,83,20,2.57,OM,1670210531
198,marinette,45.1,-87.6307,0.2700000000000386,49,7,9.71,US,1670210458
199,plymouth,41.8334,-70.8328,2.0400000000000205,73,0,0.0,US,1670210271
200,tocopilla,-22.092,-70.1979,19.200000000000045,69,2,0.21,CL,1670210532
201,san patricio,28.017,-97.5169,19.480000000000015,88,100,2.49,US,1670210533
202,gornyy,55.1153,83.9059,-25.049999999999983,100,43,0.53,RU,1670210533
203,salto,-31.3833,-57.9667,23.260000000000048,62,0,0.89,UY,1670210431
204,bambous virieux,-20.3428,57.7575,26.140000000000043,69,40,4.12,MU,1670210534
205,adrar,20.5022,-10.0711,20.680000000000007,24,1,1.74,MR,1670210535
206,morro bay,35.3658,-120.8499,12.890000000000043,93,50,1.89,US,1670210535
207,daru,-9.0763,143.2092,29.02000000000004,64,68,3.72,PG,1670210536
208,sabang,5.8933,95.3214,27.49000000000001,75,100,5.84,ID,1670210536
209,alofi,-19.0595,-169.9187,27.94,74,76,1.54,NU,1670210537
210,klaksvik,62.2266,-6.589,4.510000000000048,77,96,7.04,FO,1670210537
211,touros,-5.1989,-35.4608,25.370000000000005,76,9,5.85,BR,1670210537
212,port keats,-14.25,129.55,32.89000000000004,54,73,5.17,AU,1670210538
213,fairbanks,64.8378,-147.7164,-11.060000000000002,85,0,0.0,US,1670210538
214,petropavlovsk-kamchatskiy,53.0452,158.6483,-9.66999999999996,45,0,4.0,RU,1670210444
215,suzun,53.7841,82.3116,-14.819999999999991,93,100,0.96,RU,1670210539
216,kodiak,57.79,-152.4072,3.730000000000018,87,100,0.0,US,1670210540
217,ocampo,21.65,-101.5,10.370000000000005,68,0,2.94,MX,1670210540
218,buala,-8.145,159.5921,29.04000000000002,73,100,4.01,SB,1670210541
219,manono,-7.3,27.4167,19.510000000000048,99,100,1.87,CD,1670210541
220,bengkulu,-3.8004,102.2655,25.52000000000004,79,99,0.66,ID,1670210542
221,lewistown,40.5992,-77.5714,0.1000000000000227,93,0,0.0,US,1670210542
222,sheridan,44.8333,-106.9173,1.840000000000032,60,100,3.09,US,1670210543
223,turka,49.1541,23.0297,-2.339999999999975,91,86,2.08,UA,1670210543
224,xinqing,48.2333,129.5,-16.329999999999984,72,9,5.36,CN,1670210544
225,kamenka,51.3223,42.7678,-10.089999999999977,68,0,2.09,RU,1670210544
226,vila velha,-20.3297,-40.2925,22.19,94,100,2.06,BR,1670210545
227,marienburg,54.0359,19.0266,3.25,90,100,3.64,PL,1670210545
228,new norfolk,-42.7826,147.0587,11.720000000000027,72,100,1.79,AU,1670210546
229,kachug,53.9606,105.8817,-18.779999999999973,92,56,1.07,RU,1670210546
230,takoradi,4.8845,-1.7554,26.03000000000003,85,17,2.64,GH,1670210547
231,tianpeng,30.9866,103.9393,10.960000000000036,67,15,1.09,CN,1670210547
232,ashdod,31.8167,34.65,13.160000000000023,67,9,2.5,IL,1670210548
233,east london,-33.0153,27.9116,20.160000000000025,94,100,5.63,ZA,1670210537
234,ponta delgada,37.7333,-25.6667,14.170000000000016,82,20,3.09,PT,1670210549
235,rudsar,37.1376,50.288,6.990000000000009,87,100,1.57,IR,1670210549
236,fethiye,36.6217,29.1164,8.930000000000007,64,0,2.07,TR,1670210550
237,clyde,41.3042,-82.9752,-0.1999999999999886,64,0,5.7,US,1670210550
238,saint george,37.1041,-113.5841,11.910000000000023,59,20,0.45,US,1670210271
239,coruripe,-10.1256,-36.1756,23.81,88,100,4.74,BR,1670210551
240,opuwo,-18.0607,13.84,19.160000000000025,43,25,1.87,,1670210484
241,zyryanka,65.75,150.85,-40.90999999999997,97,32,3.28,RU,1670210551
242,nantucket,41.2835,-70.0995,3.410000000000025,66,0,2.06,US,1670210552
243,airai,-8.9266,125.4092,26.100000000000023,33,97,1.0,TL,1670210529
244,lorengau,-2.0226,147.2712,28.27000000000004,74,81,2.0,PG,1670210552
245,roma,43.2128,-75.4557,0.0500000000000113,72,0,3.09,US,1670210553
246,katsuura,35.1333,140.3,10.010000000000048,81,100,8.43,JP,1670210553
247,cururupu,-1.8283,-44.8683,23.879999999999995,91,99,1.74,BR,1670210553
248,namwala,-15.7504,26.4384,20.78000000000003,45,4,1.74,ZM,1670210554
249,kuminskiy,58.6667,66.5667,-20.879999999999967,100,98,1.45,RU,1670210554
250,oksfjord,70.2396,22.3479,-0.8999999999999773,76,92,4.8,NO,1670210555
251,namibe,-15.1961,12.1522,20.75,83,100,1.87,AO,1670210555
252,yurty,56.0498,97.6348,-17.95999999999998,92,28,2.48,RU,1670210556
253,burnie,-41.0667,145.9167,21.08000000000004,48,84,3.5,AU,1670210453
254,uarini,-2.99,-65.1083,23.879999999999995,92,73,0.62,BR,1670210557
255,merauke,-8.4667,140.3333,29.06,65,100,3.02,ID,1670210557
256,kaduna,10.5222,7.4383,20.99000000000001,31,9,3.39,NG,1670210558
257,malanje,-9.5402,16.341,17.120000000000005,98,100,0.39,AO,1670210558
258,atbasar,51.8,68.3333,-19.98999999999998,100,98,1.79,KZ,1670210558
259,sao joao da barra,-21.6403,-41.0511,22.99000000000001,86,100,7.38,BR,1670210559
260,terney,45.0503,136.6092,-9.899999999999975,52,12,3.84,RU,1670210559
261,henties bay,-22.116,14.2845,14.04000000000002,92,7,2.73,,1670210560
262,thurso,58.5927,-3.5259,3.140000000000043,70,90,2.62,GB,1670210511
263,thinadhoo,0.5333,72.9333,27.379999999999995,74,87,2.85,MV,1670210560
264,saint-pierre,-21.3393,55.4781,27.170000000000016,39,0,2.06,RE,1670210561
265,havre-saint-pierre,50.2334,-63.5986,-4.0,79,0,5.66,CA,1670210561
266,shitkino,56.3703,98.3543,-18.55999999999997,95,62,2.61,RU,1670210562
267,nanortalik,60.1432,-45.2371,0.7000000000000455,81,100,4.61,GL,1670210562
268,akdepe,42.0551,59.3788,-9.649999999999975,76,7,2.03,TM,1670210562
269,banjarmasin,-3.3244,114.591,31.08000000000004,60,94,0.92,ID,1670210538
270,karaidel,55.8337,56.9069,-18.019999999999985,100,86,1.55,RU,1670210563
271,primorsk,46.7348,36.3443,-1.259999999999991,77,95,12.21,UA,1670210564
272,lodhran,29.5405,71.6336,17.939999999999998,24,0,0.59,PK,1670210564
273,chudniv,50.052,28.1175,-7.060000000000002,83,100,5.73,UA,1670210564
274,mahon,39.8885,4.2658,14.310000000000002,94,40,1.54,ES,1670210565
275,dingle,10.9995,122.6711,25.890000000000043,90,100,6.32,PH,1670210565
276,sorong,-0.8833,131.25,27.450000000000045,79,100,3.88,ID,1670210566
277,laguna,38.421,-121.4238,10.990000000000007,93,20,2.57,US,1670210566
